,user_a,user_b
367,Tour Sài Gòn - Phan Rang có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
368,Tour Sài Gòn - Ð?o Phú Quý có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
369,Tour Hà N?i - Tuyên Quang có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
370,Tour Hà N?i - M?c Châu có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
371,Tour Sài Gòn - B?n Tre có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
372,Tour Sài Gòn - Ðà N?ng (Tr?i nghi?m) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
373,Tour Sài Gòn - H? Long (Tr?i nghi?m) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
374,Tour Hà N?i - Sài Gòn (Tr?i nghi?m) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
375,Tour Ðà N?ng - H?i An (Tr?i nghi?m) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
376,Tour Sài Gòn - H?i An (Tr?i nghi?m) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
377,Tour Sài Gòn - Hà N?i (Tr?i nghi?m) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
378,Tour Hà N?i - Sài Gòn (Tr?i nghi?m) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
379,Tour Ðà N?ng - Sài Gòn (Tr?i nghi?m) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
380,Tour Vung Tàu - Ðà L?t (Tr?i nghi?m) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
381,Tour Sài Gòn - Phú Yên (Tr?i nghi?m) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
382,Tour Sài Gòn - C?n Tho (Tr?i nghi?m) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
383,Tour Sài Gòn - Mang Ðen (Tr?i nghi?m) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
384,Tour Sài Gòn - Mang Ðen (Thiên nhiên) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
385,Tour Sài Gòn - Bangkok (Tr?i nghi?m) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
386,Tour Sài Gòn - Bali (Tr?i nghi?m) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
387,Tour Sài Gòn - Singapore (Tr?i nghi?m) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
388,Tour Sài Gòn - New York (Tr?i nghi?m) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
389,Tour Sài Gòn - Ðà L?t (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
390,Tour Sài Gòn - Ðà N?ng (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
391,Tour Sài Gòn - H? Long (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
392,Tour Sài Gòn - Hu? (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
393,Tour Hà N?i - Sapa (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
394,Tour Hà N?i - Mù Cang Ch?i (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
395,Tour Sài Gòn - Phú Qu?c (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
396,Tour Sài Gòn - Lý Son (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
397,Tour Sài Gòn - Quy Nhon (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
398,Tour Sài Gòn - Vung Tàu (?m th?c) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
399,Tour Sài Gòn - Vung Tàu (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
400,Tour Hà N?i - Ninh Bình (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
401,Tour Ðà N?ng - H?i An (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
402,Tour Sài Gòn - H?i An (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
403,Tour Sài Gòn - Hà N?i (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
404,Tour Hà N?i - Sài Gòn (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
405,Tour Ðà N?ng - Sài Gòn (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
406,Tour Vung Tàu - Ðà L?t (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
407,Tour Sài Gòn - Phú Yên (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
408,Tour Sài Gòn - C?n Tho (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
409,Tour Sài Gòn - Mang Ðen (Thành ph?) có giá bao nhiêu?,"Giá tour Sài Gòn - C?n Tho (Thành ph?) là 2,350,000 VND."
410,Thích m?u ngu?i nào,"D? thuong, tóc dài, da tr?ng"
411,Có crush ai không,Có 1 b?n cùng l?p
412,T?i sao l?i thích b?n dó,Vì dáp ?ng nh?ng yêu c?u c?a tao
413,Có hay nói chuy?n không,Hay nh?n tin messenger
414,B?n kia có b?t chuy?n tru?c không,Có dôi khi
415,Có d?nh r? b?n dó v? quê d?p T?t không,"Có, dang d?i tr? l?i"
416,Có hay di choi v?i nhau không,Thu?ng di cùng c? nhóm b?n
417,S? thích mày sao?,"Thích phim, d? an, th? thao"
418,Thích phim gì?,Phim ma
419,Thích choi gì?,choi dá banh
420,Thích an gì?,An com su?n
421,mày thích choi bi l?c không?,có
422,mày choi gi?i nh?t cây nào?,"m?t, nam"
423,mày choi c?u công hay c?u th??,th?
424,có choi c?u lông không?,Không thu?ng xuyên
425,hay choi v?i ai?,Ð?ng nghi?p
426,choi ? dâu?,qu?n 10
427,choi bao nhiêu l?n m?t tu?n?,1 l?n
428,choi sân nào?,sân k? hòa
429,thích phim nào?,quái v?t
430,thích di?n viên nào không?,không có
431,thích hãng phim nào?,marvel
432,mày thích choi bi l?c không?,không
433,mày choi gi?i nh?t cây nào?,có choi dâu gi?i
434,mày choi c?u công hay c?u th??,có choi dâu h?i hoài
435,có choi c?u lông không?,có ch?
436,hay choi v?i ai?,choi v?i h?i
437,choi ? dâu?,sân c?u lông
438,choi bao nhiêu l?n m?t tu?n?,m?i ngày
439,choi sân nào?,sân nhà thi d?u phú th? qu?n 11
440,thích phim nào?,phim gi? tu?ng
441,thích di?n viên nào không?,không
442,thích hãng phim nào?,không bi?t
443,Thích choi game không?,thích
444,Thích choi game gì?,game ngu?i l?n
445,Có choi th? thao không?,Có.
446,Choi môn gì?,Bóng dá.
447,T?i sao thích môn dó?,Tuong tác cao.
448,Ghét môn gì?,Bóng r?.
449,Hay choi lúc nào?,Cu?i tu?n.
450,Có choi v?i b?n không?,Có.
451,Có xem phim không?,Có.
452,Thu?ng xem th? lo?i gì?,Hành d?ng.
453,mày tthich1 choi gì?,choi dá bóng
454,mày thích th? lo?i nào?,hành d?ng kinh di?n
455,b?n thích làm gì?,tôi thích choi game và h?c code
456,b?n thích phim gì?,tôi r?t thích phim hài
457,b?n thích môn th? thao nào?,tôi thích dô v?t m?
458,Thích gì?,thích dá bóng
459,Mày nhu nào?,tao dá banh hoi cùi
460,Phim gì?,phim lãng m?n
461,Choi gì?,choi game b?n súng
462,Thích boi không?,không thích cho l?m
463,Du l?ch m?y l?n?,m?i nam m?t l?n
464,Ði máy bay chua?,r?i nha
465,Nhiêu nu?c?,chua ra nu?c ngoài
466,Thích an gì?,an sushi
467,thích môn th? thao nào?,dá bóng và fitness
468,thích phim nào?,kinh d?
469,có s? thích gì không?,Ð?c truy?n
470,thích choi th? thao không?,Không
471,thích choi môn th? thao nào?,C?u lông
472,tui th?y m?y d?a ctrai hay choi game :))) ch?c ông cung zay ha :">,dúng d?i
473,ông có thích choi dá bóng hay gì không?,"tui thích choi bóng dá nh?t, h?i dó tui còn di thi d?u bán chuyên n?a"
474,Bô? phim thi´ch nhâ´t?,forest gump
475,Thi´ch môn thê? thao na`o?,bo´ng ba`n
476,Mày có s? thích gì?,Thích di du l?ch
477,Thích di xem phim không?,Thích
478,Có hay choi th? thao không?,"Có, hàng tu?n"
479,Có thính hát không,"Có, tao hay hát l?m"
480,thích gì,di choi
481,thích an gì?,an com nhà.
482,thích phim gì?,phim heo.
483,có choi th? thao không?,"lâu lâu thì dánh bóng r?, c?u lông."
484,Thích gì?,Choi
485,Thích môn th? thao nào?,Ng? ngày.
486,Thích xem phim gì?,Phim
487,thích th? thao không?,thích th? thao 2 ngu?i.
488,mày thích con dó không,Kó
489,Mày thích gì?,Thích crush
490,Ch? mày thích sách không?,H?i gì h?i l?m v?y?
491,mày thích gái không ?,có nhá
492,mày choi th? thao không?,có
493,mày thích di xem phim không ?,có
494,mày thích di xem phim chung v?i gia dình không ?,h?i chi mà l?m nh?
495,mày thích di xem phim m?t mình không ?,nói ít hi?u nhi?u
496,Mày có thích choi th? thao hay không ?,Không thích
497,Choi môn gì ?,Không thích r?i mà còn h?i n?a
498,Choi ? dâu ?,H?i nhây v?y
499,Choi v?i ai ?,Choi v?i mày
500,Mày thích gì?,Tao thích mày.
501,Mày có thích choi game không?,Có ai mà không choi dâu
502,C?u thích choi dá banh không?,Có.
503,Mày thích gì?,Tao thích mày.
504,Mày có thích choi game không?,Có ai mà không choi dâu
505,C?u thích choi dá banh không?,Có.
506,Mày thích gì?,"Coi phim, nghe nh?c, choi bóng dá,..."
507,Mày thích phim nào?,Transformers
508,Thích nhân v?t nào?,Optimus Prime
509,Thích ca si nào?,Isaac
510,Thích c?u th? nào?,Cristiano Ronaldo
511,Mày có thích choi th? thao không?,duong nhiên là có
512,Môn th? thao yêu thích nh?t là gì ?,môn nào cung thích
513,Mày có t?ng di thi d?u không?,có 2 l?n gi?i nh?t thành ph? r?i
514,Mày có thích xem phim không?,xem phim là trùm
515,Th? lo?i yêu thích nh?t là gì?,"gây c?n, hack não, khoa h?c vi?n tu?ng"
516,Thích lo?i phim gì ?,Nhi?u lo?i l?m
517,Choi môn th? thao gì ?,Bóng dá
518,Hay di choi th? thao không ?,Choi lúc r?nh r?i
519,Thu?ng di choi th? thao ? dâu ?,Sân bóng dá
520,B?n có choi th? thao m?o hi?m không ?,Không. Mình hoi nhát
521,Phim không ?,Phim gì ?
522,Hay choi dá banh không ?,Không
523,Ði dánh c?u ?,"? dâu, m?y gi?"
524,R?nh làm gì ?,Choi game
525,Net không ?,Ch?ng nào
526,Mày có thích choi th? thao không?,th? thao di?n t?
527,Mày có t?ng di thi d?u không?,gi?i ao làng
528,Th? lo?i yêu thích nh?t là gì?,abc xyz
529,ông thích làm gì khi r?nh,tui thích dá bóng
530,Thích nh?t gì?,An
531,Thích choi th? thao không?,Hoi hoi
532,Thích nh?t môn nào?,C?u lông
533,Thích an gì nh?t,Món nào nào ngon là thích
534,Có thích xem phim không?,Có
535,Phim thích nh?t tên gì?,Ði?u tuy?t v?i nh?t c?a chúng ta (With you)
536,Thích nhân v?t nào trong phim dó?,Du Hoài và C?nh C?nh
537,Th? lo?i phim mà b?n thích xem là gì?,Hành d?ng
538,B?n thu?ng ch?p ?nh lúc nào?,Lúc c?nh d?p
539,Môn th? thao mà b?n thích choi nh?t?,C?u lông
540,B?n thu?ng làm gì lúc r?nh r?i?,"Coi phim, nghe nh?c"
541,Món an mà b?n thích là gì?,"Ch? giò, com t?m"
542,S? thích là gì?,nghe nh?c.
543,có hay choi th? thao không?,"dá bóng,th? 3 hàng tu?n."
544,có thích bóng r? không?,không bi?t choi.
545,có thu?ng di du l?ch v?i b?n bè không?,v?a di dà l?t h?i tháng 6.
546,thu?ng làm gì trong th?i gian r?nh?,"xem phim, nghe nh?c h?c m?t s? nh?c c?."
547,có thích làm producer v? linh v?c âm nh?c không?,thích
548,Có ghét an s?u riêng không?,không s?u riêng ngon g?n ch?t.
549,B?n có thích có ngu?i yêu khoong?,Có
550,B?n có bi?t boi không?,Có
551,B?n thích choi môn th? thao gì nhaats?,Ðá banh
552,Mày thích gì ?,dá banh
553,Thích xem phim không ?,thích
554,Thích phim gì ?,hài
555,Xem ? nhà hay ra r?p ?,nhà
556,Xem m?t mình hay nhi?u ngu?i ?,c? hai
557,Thích di du l?ch không ?,có
558,Trong nu?c hay nu?c ngoài ?,c? hai
559,Ði m?t mình hay nhi?u ngu?i ?,c? hai
560,Ði b?ng gì ?,tùy
561,Mày thích gì ?,dá banh
562,Thích xem phim không ?,thích
563,Thích phim gì ?,hài
564,Xem ? nhà hay ra r?p ?,nhà
565,Xem m?t mình hay nhi?u ngu?i ?,c? hai
566,Thích di du l?ch không ?,có
567,Trong nu?c hay nu?c ngoài ?,c? hai
568,Ði m?t mình hay nhi?u ngu?i ?,c? hai
569,Ði b?ng gì ?,tùy
570,Mày thích gì ?,dá banh
571,Thích xem phim không ?,thích
572,Thích phim gì ?,hài
573,Xem ? nhà hay ra r?p ?,nhà
574,Xem m?t mình hay nhi?u ngu?i ?,c? hai
575,Thích di du l?ch không ?,có
576,Trong nu?c hay nu?c ngoài ?,c? hai
577,Ði m?t mình hay nhi?u ngu?i ?,c? hai
578,Ði b?ng gì ?,tùy
579,Thích dánh c? không ?,Thích
580,Thích c? gì?,C? b?c
581,Có thi d?u không?,S?p bay m?y cái nhà
582,Mày có thích xem phim không?,Kó
583,Th? lo?i nh?c mày thích?,nh?c dám
584,S? thích c?a b?n là gì?,th? thao
585,B?n có thích xem phim không?,thích
586,B?n thích xem th? lo?i phim gì nh?t?,kinh d?
587,B?n có thích choi th? thao không?,thích
588,B?n có huy chuong không?,Có
589,b?n thích coi phim gì?,18+
590,B?n thích choi th? thao không?,thích
591,Sao b?n l?i thích choi game?,vui
592,b?n di dâu n?u b?n rãnh?,th? d?c
593,B?n có bao gi? nghi b?n s? có m?t s? thích khác?,không
594,Mày thích gì?,Tao thích mày.
595,Mày có thích choi game không?,Có ai mà không choi dâu
596,C?u thích choi dá banh không?,Có.
597,thích phim gì?,mavel
598,thích con gì?,mèo
599,khi r?nh làm gì?,ng?
600,s? thích có vô b? không?,không
601,s? thích h?u d?ng ra sao?,vô d?ng c?t
602,b?n là weibu à ?,yup
603,B?n thích gì?,Ð? th? h?t
604,Thích xem phim không?,Lúc rãnh thì có
605,Thích xem th? lo?i gì nh?t?,Ma
606,Thích xem phim nào nh?t?,Titanic
607,Sao thích phim này?,C?nh d?p
608,Có hay choi th? thao không?,Có ch?
609,T?i sao thích th? thao?,Cho kho? ngu?i
610,Ði?u gì khi?n b?n có s? thích nhu v?y?,T?i th?y ngu?i khác t?p cung vui
611,Mày có thích choi th? thao không?,Kó
612,Thích choi môn gì ?,Choi t?t tay
613,Có gi?i gì chua?,1 gi?i ao làng v?i 1 gi?i gi?ng làng
614,Mày có thích xem phim không?,Chúa phim dây
615,Th? lo?i yêu thích nh?t là gì?,gì cung coi
616,Tru?ng nào?,TÐT
617,H?c gì,CNTT
618,H?c vui không,Vui
619,H?c chi,Ði làm
620,N? nhiêu môn r?i,Nhi?u
621,h?c hành sao?,?n
622,tru?ng nào?,Tôn Ð?c Th?ng
623,du?ng nào?,Nguy?n H?u Th?
624,qu?n m?y?,B?y
625,thành ph??,H? Chí Minh
626,ngành gì?,K? thu?t ph?n m?m
627,h?c phí nhiêu?,Mu?i m?y tri?u m?t k?
628,t?t không?,Cung ?n
629,h?c sinh gì?,Khá
630,k?t qu? sao?,Cung du?c
631,giáo viên sao?,Tùy ngu?i
632,d?y ?n không?,Cung ?n
633,b?n bè sao?,Bình thu?ng
634,h?c hành sao?,trung bình c?ng
635,tru?ng nào?,TÔn d?c th?ng
636,du?ng nào?,Nguy?n H?u Th?
637,qu?n m?y?,qu?n 7
638,phu?ng nào?,tân phong
639,thành ph??,h? chí minh
640,ngành gì?,Công ngh? thông tin
641,h?c phí nhiêu?,16 tri?u 1 k?
642,t?t không?,cung bình thu?ng
643,h?c sinh gì?,h?c sinh trunh bình
644,k?t qu? sao?,7
645,giáo viên sao?,giáo viên ?n
646,d?y ?n không?,d?y cung bình thu?ng
647,b?n bè sao?,b?n bè cung tuy?t v?i
648,H?c gì?,H?c hành
649,h?c ? dâu?,? dây
650,H?c gi?i hay d??,h?c hay
651,B?n h?c gì?,Công ngh? thông tin
652,H?c tru?ng nào?,Tôn Ð?c th?ng
653,? dâu?,Qu?n 7
654,H?c th? nào?,Bình thu?ng
655,N? môn chua?,R?i.
656,H?c phí d?t không?,Khá d?t
657,anh h?c tru?ng nào?,tôi h?c tru?ng Ð?i H?c Sài Gòn
658,tru?ng dó ? dâu?,tru?ng dó ? Sài Gòn
659,anh h?c nhu th? nào?,tôi h?c r?t sad
660,Ðang h?c cái gì?,h?c kinh doanh
661,H?c tru?ng nào th??,Ð?i h?c Th?y L?i
662,Ði h?c ki?u gì?,b?t xe buýt
663,H?c ? dâu l?n?,qu?n Bình Th?nh l?n
664,R?t m?y môn?,5 môn r?i
665,Mày h?c nam m?y?,tao nam 2
666,Nào ra tru?ng?,may thì 2 nam n?a
667,h?c gì?,h?c Công Ngh? Thông Tin
668,h?c ? dâu?,h?c Tôn Ð?c Th?ng
669,h?c sao r?i?,s?p t?t nghi?p
670,thích môn gì?,IOT
671,Tru?ng gì?,TDT
672,h?c tru?ng gì?,Tôn Ð?c Th?ng
673,tru?ng ? dâu?,Qu?n 7
674,h?c nhi?u môn không?,Không
675,h?c ngành gì?,Khoa h?c máy tính
676,dang h?c nam m?y?,Nam 3
677,ông dang h?c dh r?i h??,"dúng r?i nè, h?c 3 nam r?i á"
678,ông h?c ngành gì á?,tui h?c khoa h?c máy tính
679,ông h?c tru?ng dh nào á?,tui h?c tdtu á
680,ông dang là sv nam m?y gòy?,tui sv nam 3 r?i
681,ông h?c ngành này là h?i dó ông thích hay s?,h?c ngành này là do dam mê t? h?i nh? á
682,Ho?c nga`nh gi`?,IT
683,Ho?c o? dâu?,TDTU
684,Sa´p ra truo`ng chua?,Chua
685,Thích h?c môn gì?,L?p trình OOP
686,Ghét h?c môn gì?,X? lý ngôn ng? t? nhiên
687,Khi nào ra di làm?,Khi có ti?n mua b?ng
688,Có bao gi? r?t môn không?,H?c 3 môn r?t 1 môn
689,H?c gì?,h?c gi?i
690,? dâu?,Tôn d?c th?ng
691,h?c th? nào?,h?c gi?i
692,h?c gì?,d?i h?c.
693,? dâu?,? thành ph?.
694,h?c nhu nào?,h?c du?c
695,mày h?c ngành gì?,t h?c cntt á
696,h?c ? dâu?,t h?c ? tdtu :))))
697,h?c sao?,cung okie thôi à :)))) hoi qu?ng
698,du?c h?c l?c gì?,h?i h?c kì tru?c tui lo?i khá :">
699,mày h?c l?p nào?,tao h?c l?p 303
700,Gi? mày di h?c hay di làm?,Ði h?c
701,Mày h?c ? dâu?,H?i làm gì
702,Mày h?c nam m?y?,3
703,R?t môn nào chua?,R?t môn nhu lá mùa thu
704,Mày h?c môn gì dó?,H?i r?i mày cung có bi?t dâu
705,mày h?c ngu l?m ph?i không ?,khôn hon mày là du?c
706,mày h?c ? dâu ?,d?i h?c TDT
707,mày h?c l?p nào ?,18h50302
708,mày ghét môn gì nh?t ?,no comment
709,mày thích môn gì nh?t ?,no comment
710,H?c ngành gì ?,IT
711,dang ? dâu (gia dình hay m?t mình) ?,? dâu còn lâu m?i nói
712,"h?c hành nhu th? nào ( Gi?i, Khá ,Trung bình , Y?u )?",h?c bình thu?ng
713,Ê h?c gì v?y?,T? dang h?c X? lý ngôn ng?
714,Mày h?c th? nào?,Ð? qua môn
715,Mày h?c ? dâu?,H?c ? Ð?i H?c Tôn Ð?c Th?ng.
716,Mày nghi gì mà h?c nhu v?y?,Nghi v? tuong lai mái nhà và nh?ng d?a tr?.
717,Ê h?c gì v?y?,T? dang h?c X? lý ngôn ng?
718,Mày h?c th? nào?,Ð? qua môn
719,Mày h?c ? dâu?,H?c ? Ð?i H?c Tôn Ð?c Th?ng.
720,Mày nghi gì mà h?c nhu v?y?,Nghi v? tuong lai mái nhà và nh?ng d?a tr?.
721,Mày dang h?c gì?,IT
722,Mày h?c gi?i không?,Cung t?m
723,Mày h?c tru?ng nào?,Ð?i h?c Tôn Ð?c Th?ng
724,H?c khó không?,D?
725,R?t môn chua?,8 môn
726,H?c l?p m?y?,h?c l?p 5
727,H?c ? dâu?,? Vi?t Nam
728,H?c l?c th? nào?,h?c sinh xu?t s?c
729,H?c gi?i nh?t môn gì?,ti?ng vi?t
730,Ghét nh?t môn gì?,ghét t?t c?
731,H?c ? tru?ng nào ?,Ð?i h?c Tôn Ð?c Th?ng
732,B?n h?c ngành gì ? tru?ng ?,Khoa h?c máy tính
733,H?c t?t không ?,Là h?c sinh gi?i ? tru?ng
734,Có h?c thêm bên ngoài không ?,H?c ti?ng anh ? ngoài
735,Thích môn nào nh?t ?,Java
736,R?t môn nào chua ?,R?t 2 môn
737,B?n h?c chuyên ngành gì ?,H?c M? Thu?t Công Nghi?p
738,B?n v?n dang h?c d?i h?c hay dã ra tru?ng?,Tao không h?c d?i h?c
739,B?n dã du?c thành tích gì trong tru?ng?,Có h?c dâu mà có
740,Ði?m trung bình h?c k? g?n nh?t b?n bao nhiêu di?m?,Nam 12 t 8.7
741,B?n dang h?c tru?ng nào ?,T dang h?c ? TDT
742,H?c nam m?y?,nam 3
743,Có du?c h?c b?ng khôg?,2 cái
744,Ghét nh?t môn gì?,ghét t?t c?
745,B?n h?c ? dâu?,Ð?i h?c Tôn Ð?c Th?ng
746,B?n h?c gì?,Công ngh? thông tin
747,H?c tru?ng nào v?y?,Tru?ng d?i h?c Buôn Ma Thu?t
748,H?c ngành gì?,Du?c
749,Thích môn nào nh?t?,Du?c li?u.
750,Ghét môn nào nh?t?,Hóa sinh
751,B?n dang h?c ngành gì?,H?c làm ngu?i
752,B?n có h?c gi?i Toán không?,T?t nhiên là không
753,B?n thích h?c môn nào nh?t?,Môn x? lý ngôn ng? t? nhiên
754,B?n h?c y?u môn nào nh?t ? tru?ng?,Môn Van v?
755,B?n dang là sinh viên nam m?y?,Mình sinh viên nam 3
756,B?n h?c l?p m?y?,Mình h?c l?p 15
757,dang h?c ngành gì ?,ngành công ngh? thông tin
758,thu?ng h?c ? toà nào ?,toà D
759,h?c chuyên ngành gì ?,h?c khoa h?c máy tính
760,dang là sinh viên nam m?y?,nam 3
761,thích ngành dó không ?,có
762,H?c ? dâu,H?c ? h?c vi?n RMIT.
763,Ðang h?c c?p m?y ?,C?p Ð?i H?c
764,H?c tru?ng nào ?,TDTU
765,H?c l?c ra sao ?,Khá Gi?i nha
766,Áp l?c không ?,R?t
767,Ghét môn h?c nào ?,K? nang phát tri?n b?n v?ng
768,H?c tru?ng nào?,Tôn Ð?c th?ng
769,Ngành gì?,Công Ngh? Thông Tin
770,Nam m?y ?,nam 3
771,H?c gi?i không?,không
772,R?t bao nhi?u môn r?i ?,h?i chi
773,H?c tru?ng nào?,Tôn Ð?c th?ng
774,Ngành gì?,Công Ngh? Thông Tin
775,Nam m?y ?,nam 3
776,H?c gi?i không?,không
777,R?t bao nhi?u môn r?i ?,h?i chi
778,H?c tru?ng nào?,Tôn Ð?c th?ng
779,Ngành gì?,Công Ngh? Thông Tin
780,Nam m?y ?,nam 3
781,H?c gi?i không?,không
782,R?t bao nhi?u môn r?i ?,h?i chi
783,L?p m?y?,l?p 1
784,H?c ? dâu?,Sài gòn
785,Gi?i không ?,gi?i
786,Gi?i gì?,gi?i choi
787,Ghét gì không?,m?i th?
788,B?n dang h?c c?p b?c nào?,Ð?i h?c
789,B?n h?c tru?ng gì?,TDT
790,Tru?ng b?n ? dâu?,Q7
791,H?c phí tru?ng b?n có m?c không?,trung
792,Co s? h? t?ng có t?t không?,t?t
793,Tru?ng b?n có nhi?u gái xinh không?,nhi?u
794,b?n dang h?c ? dâu?,M?
795,B?n h?c gi?i không?,ngu
796,B?n h?c l?p m?y?,12
797,B?n có tính di du h?c không ?,Không
798,Ðang h?c gì?,H?c NLP
799,Mày h?c th? nào?,Ð? qua môn
800,Mày h?c ? dâu?,Ð?i H?c Tôn Ð?c Th?ng.
801,b?n ngành gì?,cs
802,b?n h?c ch? nào?,tdt
803,b?n h?c sao r?i?,?n
804,h?c môn gì v?y?,nlp
805,ê ra tru?ng chua?,chua
806,b?n tính sao r?i?,?n
807,B?n h?c ? dâu?,RMIT
808,B?n có r?t môn không?,"Không,r?t t?t"
809,Tru?ng ? dâu?,Tp.HCM
810,B?n h?c th? nào?,Gi?i
811,L?p dông không?,20 ngu?i
812,B?n bè th? nào?,câu h?i không rõ ràng không tr? l?i
813,H?c áp l?c không?,áp luc quá di ch?
814,Tru?ng có nhi?u ho?t d?ng không?,ko
815,?n tu?ng v? tru?ng?,Giàu
816,Ði?u gì ? tru?ng nh?t b?n thích?,Phòng máy
817,Môn nào c?m th?y t? tin?,Tuong lai c?a nhân lo?i
818,L?p m?y?,l?p 15
819,H?c ? dâu?,? dây
820,H?c sao?,Thích h?c sao h?c
821,Gi?i môn gì?,ti?ng Vi?t
822,Ghét môn gì?,ghét h?t
823,mày tên gì?,Hùng
824,bao tu?i,20
825,h? tên là gì ?,Hà Công Thành
826,nhiêu tu?i ?,22
827,s? thích thì sao ?,choi game v?i xem phim
828,quê mày ? dâu ?,Ðà N?ng
829,mày dang h?c ? dâu ?,"tru?ng d?i h?c Tôn Ð?c Th?ng, qu?n 7"
830,mày cao nhiêu ?,1 mét 63
831,"Chào nhé, b?n tên gì nh??",tên Cu?ng nhé
832,B?n bao tu?i?,nam nay là 22 tu?i
833,Quê quán?,Thái Bình
834,Thích an gì?,"thích an nhi?u món l?m, ngon là an."
835,Có b?n gái chua?,Chua!!!
836,h?c ? dâu?,dang h?c ? tru?ng Tôn Ð?c Th?ng
837,s? di?n tho?i,938410364
838,h?c nghành nào,nghành khoa h?c máy tinh
